entry,example_de,translation,cefr
waschen,Er wäscht das Auto jeden Samstag.,to wash,A1
das Hormon,Hormone beeinflussen das Verhalten.,hormone,B2
das Lebensmittel,Lebensmittel sind teuer geworden.,food,B2
die Zeile,Schreib eine Zeile in das Buch.,line,B1
belasten,Die Sorgen belasten ihn schwer.,to load,B1
braun,Die Blätter sind braun geworden.,brown,B2
die Ehe,Ihre Ehe dauert schon seit 20 Jahren.,marriage,B1
der Passagier,Der Passagier hat seinen Sitz gefunden.,passenger,B1
die Kindheit,Die Kindheit verbrachte er auf dem Land.,childhood,B1
das Ungarn,Ungarn ist ein schönes Reiseziel.,Hungary,C1
der Verbraucher,Der Verbraucher verlangt Qualität.,consumer,
die Vielfalt,Die Vielfalt der Blumen ist erstaunlich.,diversity,C1
die Entschuldigung,Er bot eine Entschuldigung an.,apology,A1
flüstern,Sie flüstert ihm ein Geheimnis ins Ohr.,to whisper,A2
geradezu,Das war geradezu unmöglich zu lösen.,downright,B2
die Koalition,Die Koalition hat sich geeinigt.,coalition,C2
die Mischung,Die Mischung schmeckt hervorragend.,mixture,B2
zukünftig,Zukünftige Projekte sind geplant.,future,B1
erledigen,Ich werde das sofort erledigen.,to settle,B1
die Existenz,Die Existenz des Tieres ist bewiesen.,existence,B1
der Geruch,Der Geruch von Kaffee weckte ihn.,smell,B1
herkommen,"Ich weiß nicht genau, wo sie herkommt.",to come here,A1
der Sitz,Der Sitz des Unternehmens ist in Berlin.,seat,B1
die Serie,Die Serie gewann viele Preise.,series,B1
ahnen,Er ahnte nichts von der Überraschung.,to sense,A2
die Entfernung,Die Entfernung zum Ziel war groß.,distance,B1
stützen,Das Gebäude stützt sich auf Pfeiler.,to support,B2
die Wahrnehmung,Die Wahrnehmung ist subjektiv.,perception,C1
die Liga,Die Liga plant eine neue Saison.,league,B2
der Schlaf,Der Schlaf kommt spät in der Nacht.,sleep,B1
einschränken,Er schränkt seine Ausgaben ein.,to restrict,C1
die Kette,Die Kette riss plötzlich unter der Last.,chain,A2
die Säure,Die Säure reagierte mit dem Metall.,acid,B2
die Strafe,Die Strafe folgt auf das Vergehen.,punishment,B1
der Franzose,Der Franzose spricht gut Deutsch.,Frenchman,B1
das Konzert,Das Konzert endete mit großem Applaus.,concert,A2
der Kontext,Der Kontext ist wichtig für das Verständnis.,context,C1
der Transport,Der Transport verlief reibungslos.,transportation,B1
abbauen,Er baut den alten Schuppen ab.,to reduce,C1
anregen,Das Buch regt zum Nachdenken an.,to encourage,C1
aufwachsen,Er wuchs in einer kleinen Stadt auf.,to grow up,A2
beherrschen,Er beherrscht die Sprache gut.,to control,A2
das Island,Island ist sehr kalt im Winter.,Iceland,B1
das Kreuz,Das rote Kreuz ist ein Symbol der Hilfe.,cross,B1
der Motor,Der Motor des Autos war defekt.,motor,A2
die Sendung,Die Sendung lief gestern im Fernsehen.,broadcast,A2
die Aktie,Die Aktie stieg gestern um 5%.,share,B2
höchstens,Es dauert höchstens eine Stunde.,at most,B1
trocken,Das Brot ist leider trocken geworden.,dry,A2
die Ukraine,Die Ukraine ist ein großes Land.,Ukraine,C1
die Wechselwirkung,Die Wechselwirkung wurde untersucht.,interaction,C2
die Bibliothek,Die Bibliothek hat viele Bücher.,library,A2
ebenda,Das Zitat stammt ebenda aus dem Buch.,ibidem,
hoffentlich,Hoffentlich kommt er pünktlich.,hopefully,A2
die Erwachsene,Die Erwachsenen hatten viel Spaß.,adult,A1
die WM,Die WM beginnt nächsten Monat in Katar.,world championship,C2
zurückführen,Er führt den Erfolg auf das Team zurück.,to attribute,C1
das Bruttoinlandsprodukt,Das Bruttoinlandsprodukt steigt.,gross domestic product,
friedlich,Ein friedlicher Protest fand statt.,peaceful,A2
der Verkäufer,Der Verkäufer bot einen guten Preis an.,salesman,A1
vernünftig,Das war eine vernünftige Entscheidung.,sensible,B1
die Matrix,Die Matrix enthält viele Zahlen.,matrix,C1
abholen,Sie hat das Paket am Mittag abgeholt.,to get,A1
gegenwärtig,Die gegenwärtige Lage ist schwierig.,present,B2
der Organismus,Der Organismus reagiert schnell.,organism,B2
die Ressource,Die Ressource wurde nachhaltig genutzt.,resource,B2
trauen,Er traut seinen engsten Freunden.,to trust,A1
das Vorbild,Sie ist ein Vorbild für viele.,role model,B2
vorlegen,Er legte seine Ideen dem Team vor.,to present,B2
wahnsinnig,Der Verkehr in der Stadt ist wahnsinnig.,insane,B1
erstaunlich,Ihre erstaunliche Idee wurde umgesetzt.,astonishing,A2
grinsen,Er grinst schelmisch nach der Frage.,to grin,B2
der Koffer,Der Koffer wurde zurückgelassen.,suitcase,A1
emotional,Das Gespräch wurde sehr emotional.,emotional,A2
erstellen,Er erstellt eine Liste mit allen Namen.,to build,B1
fünfzig,Fünfzig Leute kamen zur Party.,fifty,
die Kugel,Die Kugel rollte über den Tisch.,ball,A2
das Rad,Das Rad dreht sich immer schneller.,wheel,B1
ausbauen,Er baute das Haus zu einem Hotel aus.,to extend,C1
anzeigen,Er zeigte den Diebstahl sofort an.,to report,B1
der Schwerpunkt,Der Schwerpunkt liegt auf Bildung.,focus,C2
die Überzeugung,Seine Überzeugung war unerschütterlich.,conviction,B1
die Ableitung,Die Ableitung der Formel ist schwierig.,derivation,C2
aussteigen,Er stieg an der letzten Haltestelle aus.,to get off,A1
das Chromosom,Das Chromosom wurde genau untersucht.,chromosome,C2
vergleichbar,Die Ergebnisse sind kaum vergleichbar.,comparable,C1
anhören,Ich möchte mir seine Meinung anhören.,to listen to,A2
die Tonne,Die Tonne ist bis obenhin gefüllt.,ton,B1
verleihen,Die Bibliothek verleiht auch DVDs.,to lend,B1
der Arbeiter,Der Arbeiter begann frühmorgens.,worker,B1
das Bord,Das Gepäck liegt sicher an Bord.,board,A1
entspannen,Er entspannt sich gerne im Park.,to relax,A1
kürzlich,Ich habe ihn kürzlich gesehen.,recently,B1
beurteilen,Er beurteilt die Lage kritisch.,to assess,B1
raten,"Er rät ihm, vorsichtig zu sein.",to advise,A2
der Schnitt,Der Schnitt teilt den Apfel in zwei.,cut,
wertvoll,"Der Ring war klein, aber sehr wertvoll.",valuable,B1
der Erzähler,Der Erzähler fesselte das Publikum.,storyteller,B2
das Gold,Das Gold glänzt im Sonnenlicht.,gold,B1
umstritten,Die Entscheidung war umstritten.,disputed,C2
aufsteigen,Der Ballon steigt in den Himmel auf.,to rise (up),B2
biologisch,Sie kaufen nur biologische Lebensmittel.,biological,B1
vielfältig,Die Auswahl im Laden war vielfältig.,diverse,C2
wirksam,Das Medikament ist sehr wirksam.,effective,C1
überlassen,Er überließ ihr die Entscheidung.,to leave,A1
identifizieren,Er identifizierte die Probleme schnell.,to identify,A2
der Mittelwert,Der Mittelwert der Daten ist berechnet.,average,C2
der Stil,Der Stil des Hauses gefällt mir.,style,B1
die Atmosphäre,Die Atmosphäre im Raum war angespannt.,atmosphere,B1
die Beschäftigung,Er fand schnell eine neue Beschäftigung.,employment,B1
hinzufügen,Er fügte eine Bemerkung hinzu.,to add,B2
indirekt,Er gab nur indirekte Hinweise.,indirect,C1
der Zeitraum,Der Zeitraum umfasst einige Monate.,period of time,C1
aufkommen,Plötzlich kam ein heftiger Wind auf.,to come up,B2
plus,Morgen erwarten wir 10 Grad plus.,plus,B1
die Schwingung,Die Schwingung war deutlich spürbar.,vibration,C1
der Vektor,Der Vektor zeigt die Richtung an.,vector,C2
der Sauerstoff,Der Patient benötigt Sauerstoff.,oxygen,B1
die Äußerung,Die Äußerung löst Empörung aus.,comment,C1
ausziehen,Er zog aus dem Haus seiner Eltern aus.,to move out,B1
die Gewerkschaft,Die Gewerkschaft fordert höhere Löhne.,trade union,B1
der Tourismus,Der Tourismus wächst jährlich.,tourism,B1
flach,Das flache Land erstreckt sich weit.,flat,B1
transportieren,Wir transportieren die Ware per Lkw.,to transport,B1
einheimisch,Er bevorzugt einheimische Produkte.,native,C1
der Winkel,Der Winkel des Dachs war zu steil.,angle,B2
sauer,Der saure Apfel schmeckt mir nicht.,sour,A2
vermissen,Er vermisst seine Heimat sehr.,to miss,B1
das Geschlecht,Das Geschlecht spielt keine Rolle.,sex,B1
attraktiv,Das attraktive Angebot lockte Käufer an.,attractive,A2
die Aussicht,Die Aussicht von hier ist schön.,prospect,B1
die Betriebswirtschaftslehre,Er studiert Betriebswirtschaftslehre.,business administration,
der Held,Der Held besiegte den Drachen.,hero,B1
sechzig,Sechzig Gäste wurden eingeladen.,sixty,
die Base,Die Base reagierte mit der Säure.,base,B2
die Bilanz,Die Bilanz zeigt einen Gewinn.,balance (sheet),C1
das Geheimnis,Das Geheimnis wurde endlich gelüftet.,secret,B1
spätestens,Spätestens um zehn Uhr müssen wir los.,at the latest,B1
dramatisch,Der Unfall hatte dramatische Folgen.,dramatic,A2
die Ehre,"Es war eine große Ehre, ihn zu treffen.",honor,
entschließen,Sie entschloss sich für das Angebot.,to decide,C1
gewöhnen,Er gewöhnte sich schnell an die Arbeit.,to get used to,B1
hingehen,"Er ging hin, um zu sehen, was los war.",to go (there),A1
zittern,Er zitterte vor Kälte in der Nacht.,to tremble,B1
der Dialog,Der Dialog zwischen ihnen war fruchtbar.,dialogue,B1
der Schuss,Ein Schuss fiel in der Stille der Nacht.,shot,A2
das Seminar,Das Seminar behandelte aktuelle Themen.,seminar,B1
die Werbung,Die Werbung im Fernsehen ist oft nervig.,advertising,B1
die Blume,Die Blume blühte in voller Pracht.,flower,A1
der Schreibtisch,Der Schreibtisch ist aus Holz.,desk,A2
verlieben,Er verliebte sich Hals über Kopf.,to fall in love,A1
winken,Er winkt zum Abschied aus dem Auto.,to wave,B1
fliehen,Viele Menschen flohen vor dem Krieg.,to flee,B1
interpretieren,Er interpretierte das Gedicht anders.,to interpret,C1
olympisch,Er trainiert für die olympischen Spiele.,Olympic,C1
verdammt,Der verdammte Lärm störte mich.,damned,A1
anerkennen,Seine Arbeit wurde von allen anerkannt.,to recognize,B1
bewahren,Er bewahrt Ruhe in jeder Situation.,to keep,A2
illegal,Drogenhandel ist in jedem Land illegal.,illegal,B1
der Sand,Der Sand war warm unter den Füßen.,sand,B1
umbringen,Er brachte sie aus Eifersucht um.,to kill,A1
die Fraktion,Die Fraktion trifft sich morgen.,parliamentary party,C1
der Gesellschafter,Der Gesellschafter investierte viel.,associate,C2
das Schweden,Schweden ist bekannt für seine Natur.,Sweden,B2
die Verbesserung,Die Verbesserung war dringend nötig.,improvement,B2
worauf,Worauf basiert diese Annahme genau?,on what,A1
einsam,Er fühlte sich einsam nach dem Umzug.,lonely,B1
die Innovation,Innovation treibt den Fortschritt an.,innovation,C2
die Landwirtschaft,Die Landwirtschaft ist grundlegend.,agriculture,B1
die Therapie,Die Therapie dauerte sechs Monate.,therapy,B1
der Ablauf,Der Ablauf war sorgfältig geplant.,expiry,B2
anstehen,"Wir mussten anstehen, um reinzukommen.",to line up,C1
die Bemerkung,Die Bemerkung führte zur Diskussion.,remark,B2
Frankfurter,Die Frankfurter Messe beginnt bald.,Frankfurt,C2
identisch,Die Zwillinge sehen fast identisch aus.,identical,B2
rollen,Der Ball rollt den Hügel hinunter.,to roll,A2
die Angehörige,Die Angehörigen wurden informiert.,member,B1
das Café,Wir treffen uns heute im neuen Café.,coffeehouse,A1
dauerhaft,Eine dauerhafte Lösung wurde gefunden.,lasting,B2
garantieren,Das Unternehmen garantiert Qualität.,to guarantee,B1
die Not,"Die Not war groß, aber er blieb stark.",need,B1
räumlich,Die räumliche Trennung fiel schwer.,three-dimensional,C2
jahrelang,Die jahrelange Arbeit zahlte sich aus.,many years,B1
der Respekt,Sein Respekt vor dem Lehrer war groß.,respect,B1
gefährden,Rauchen gefährdet die Gesundheit.,to endanger,B1
das Spektrum,Das Spektrum deckt alle Bereiche ab.,spectrum,C1
vergeben,Das Stipendium wurde ihr vergeben.,to award,A1
der Weber,Der Weber fertigte feine Stoffe an.,weaver,C1
effektiv,Die neue Methode ist äußerst effektiv.,effective,B2
der Eingang,Der Eingang war schwer zu finden.,entrance,A1
das Erbe,Das Erbe wurde gerecht verteilt.,heritage,B1
islamisch,Er besuchte die islamische Gemeinde.,Islamic,C1
zustimmen,Er stimmte dem Vorschlag schließlich zu.,to agree,B1
radikal,Er forderte radikale Veränderungen.,radical,C1
der Ausbau,Der Ausbau des Hauses beginnt.,expansion,C2
der Kanal,Der Kanal führt durch die Stadt.,canal,B1
registrieren,Bitte registrieren Sie sich online.,to register,B1
verhandeln,Sie verhandeln über den Vertrag.,to negotiate,A2
der Wandel,Der Wandel vollzog sich rasant.,change,C1
der Ast,Der Ast des Baumes brach im Sturm ab.,branch,B2
ausüben,Er übt täglich seine Fertigkeiten aus.,to practice,B2
jenseits,Jenseits des Flusses liegt das Dorf.,beyond,B1
unterliegen,Er unterlag seinem Gegner im Finale.,to be defeated,C1
der Wähler,Der Wähler gab seine Stimme ab.,voter,B2
willkommen,Du bist hier immer willkommen.,welcome,A1
das Gedächtnis,Mein Gedächtnis ist nicht gut.,memory,B1
gelegentlich,Gelegentliche Pausen steigern Leistung.,occasional,B2
bedürfen,Dieses Projekt bedarf viel Zeit.,to require,B2
das Gefängnis,Das Gefängnis ist gut bewacht.,prison,B1
die Überraschung,Die Überraschung war perfekt gelungen.,surprise,B1
der Wechsel,Der Wechsel in der Führung war nötig.,change,B2
die Wurzel,Wir müssen die Wurzel des Konflikts finden.,root,C1
formell,Formelle E-Mails erfordern Höflichkeit.,formal,C1
sanft,Der sanfte Wind streichelte ihr Gesicht.,soft,A2
aushalten,Er kann den Lärm nicht länger aushalten.,to bear,B1
bedrohen,Er bedroht ihn mit einem Messer.,to threaten,A2
keineswegs,Das war keineswegs meine Absicht.,by no means,B2
klug,Eine kluge Wahl führte zum Sieg.,clever,A2
der Arbeitnehmer,Der Arbeitnehmer beantragte Urlaub.,employee,C2
beugen,Sie beugte leicht den Kopf nach vorn.,to bend,B2
einbringen,Er bringt viele neue Ideen ein.,to bring in,B2
die Materie,Die Materie verändert ihre Form.,matter,B2
das Personal,Das Personal arbeitete effizient.,staff,B1
scheinbar,Die scheinbare Ruhe täuschte alle.,apparent,B1
die Frequenz,Die Frequenz des Signals war zu niedrig.,frequency,B2
lehren,Er lehrt Physik an der Universität.,to teach,A2
selbstständig,Er führt ein selbstständiges Geschäft.,independent,A1
überwinden,Sie überwinden alle Hindernisse.,to overcome,B1
unklar,Seine Absichten waren völlig unklar.,unclear,B2
verfügbar,Die Information ist verfügbar.,available,B2
wozu,Wozu brauchst du das Werkzeug?,what for,A1
schlicht,Das Design des Hauses ist sehr schlicht.,simple,B2
angemessen,Die angemessene Strafe wurde verhängt.,appropriate,B2
der Arbeitsmarkt,Der Arbeitsmarkt verändert sich.,labor market,C2
der Pass,Der Pass ist leider abgelaufen.,pass,A1
der Bedarf,Der Bedarf an Wasser ist hoch.,need,
ernsthaft,Er hatte ernsthafte Zweifel an dem Plan.,serious,A2
werben,Er wirbt für das neue Produkt.,to advertise,B2
errichten,Er errichtete ein neues Gebäude.,to build,B2
der Kredit,Der Kredit wurde schnell genehmigt.,loan,A2
das Wohnzimmer,Das Wohnzimmer ist hell und gemütlich.,living room,A2
die Kompetenz,Die Kompetenz wurde klar nachgewiesen.,competence,C1
die Leitung,Die Leitung des Projekts liegt bei ihm.,management,B1
strahlen,Die Sonne strahlt hell am Himmel.,to shine,B2
der Zucker,Der Zucker wurde im Tee aufgelöst.,sugar,B1
der Austausch,Der Austausch von Ideen war produktiv.,exchange,B2
gleichen,Sein Stil gleicht dem seines Bruders.,to be alike,B2
die Station,Die Station war modern ausgestattet.,station,B1
der Kaiser,Der Kaiser regierte viele Jahre.,emperor,A2
sperren,Er sperrte die Straße wegen Bauarbeiten.,to cut off,A2
der Sportler,Der Sportler gewann die Medaille.,athlete,B1
die Differenz,Die Differenz betrug nur wenige Punkte.,difference,B2
der Fakt,"Der Fakt ist, dass er recht hat.",fact,B1
die Herstellung,Die Herstellung erfolgt im Ausland.,production,C1
das Individuum,Das Individuum ist einzigartig.,individual,B2
das Symbol,Das Herz ist ein Symbol der Liebe.,symbol,B1
ausbreiten,Er breitete die Karte auf dem Tisch aus.,to spread,B2
die Versorgung,Die Versorgung mit Wasser ist gesichert.,supply,C1
der Kommentar,Der Kommentar wurde scharf kritisiert.,comment,B1
kontinuierlich,Der kontinuierliche Regen störte uns.,constant,C2
das Radio,Das Radio spielte leise Musik.,radio,A2
Münchner,Die Münchner Biergärten sind bekannt.,Munich,C2
der Musiker,Der Musiker spielt die Gitarre.,musician,B1
wecken,Der Wecker weckte ihn um sieben Uhr.,to wake sb up,A2
ansteigen,Die Temperatur ist heute angestiegen.,to rise,C1
die Rückkehr,Die Rückkehr war für ihn sehr emotional.,return,B1
auszeichnen,Er wurde für seine Arbeit ausgezeichnet.,to award a prize,A2
die Bar,In dieser Bar spielt immer Jazzmusik.,bar,A1
die Betrachtung,Die Betrachtung dauerte mehrere Stunden.,contemplation,C2
die Kommission,Die Kommission prüft den Vorschlag.,commission,B2
der Star,Der Star war umringt von Fans.,star,A2
wütend,"Er wurde wütend, als er das erfuhr.",furious,B1
christlich,Christliche Werte prägen das Land.,Christian,B2
Hamburger,Der Hamburger Hafen ist sehr bekannt.,Hamburg,A2
die Leiche,Die Leiche wurde im Wald gefunden.,corpse,A1
nochmals,Nochmals vielen Dank für alles.,again,B1
wehren,Er wehrt sich gegen die Vorwürfe.,to defend oneself,B1
der Abbau,Der Abbau der Kosten war dringend nötig.,reduction,C2
die Staatsanwaltschaft,Die Staatsanwaltschaft ermittelt.,prosecution,B2
die Freizeit,In der Freizeit geht er gerne wandern.,spare time,A1
das Geschenk,Das Geschenk kam pünktlich an.,gift,A1
hübsch,Der Garten sah im Frühling hübsch aus.,pretty,B1
der Moslem,Der Moslem betet fünfmal am Tag.,Muslim,B2
spontan,Ein spontaner Einfall rettete den Tag.,spontaneous,B2
dorthin,"Er geht dorthin, wo er gebraucht wird.",there,B1
das Frühstück,Das Frühstück war reichhaltig.,breakfast,A1
klettern,Der Junge klettert auf den Baum.,to climb,B1
der Mittelpunkt,Er ist der Mittelpunkt der Party.,midpoint,B2
bereiten,Der Unfall hat großen Schaden bereitet.,to make,A1
die Entstehung,Die Entstehung des Planeten war komplex.,origin,C2
konservativ,Er hat konservative Ansichten.,conservative,C1
der Magen,Der Magen knurrte laut vor Hunger.,stomach,A2
psychisch,Die psychische Belastung war enorm.,psychological,B2
das Salz,Das Salz ist fast aufgebraucht.,salt,A1
siebzig,Es sind siebzig Leute gekommen.,seventy,
versichern,Er versichert sein Haus gegen Feuer.,to insure,B1
der Brite,Der Brite trank Tee am Nachmittag.,Brit,B2
erkennbar,Der Fehler war sofort erkennbar.,recognizable,C1
namens,Eine Frau namens Anna rief an.,by the name of,A1
die Achse,Die Achse des Rades ist gebrochen.,axle,C1
klingeln,Das Telefon klingelte den ganzen Tag.,to ring,B1
speichern,Er speichert die Datei auf dem Computer.,to store,A2
der Tee,Der Tee schmeckt mit Honig besser.,tea,A1
der Zeuge,Der Zeuge sagte im Prozess aus.,witness,B1
der Aufwand,Der Aufwand lohnt sich am Ende.,expense,
die Kooperation,Die Kooperation begann gestern.,cooperation,B2
der Kritiker,Der Kritiker lobte den neuen Film.,critic,C1
das Tal,Das Tal ist von Bergen umgeben.,valley,B1
derartig,Derartige Probleme gab es nie.,such,B2
vielfach,Das Problem hat vielfache Ursachen.,multiple,C2
empfangen,Er hat uns herzlich empfangen.,to receive,B1
die Ernährung,Eine gesunde Ernährung ist wichtig.,food,B1
die Küste,Die Küste erstreckt sich weit.,coast,B1
mitkommen,Sie wollte unbedingt mitkommen.,to come (with sb),A1
die Republik,Die Republik feiert ihr Jubiläum.,republic,B2
zucken,Er zuckte kurz mit den Schultern.,to twitch,B2
anschließen,Er schloss das Gerät an den Strom an.,to join,B1
austauschen,Sie tauschten ihre Telefonnummern aus.,to exchange,B1
beschleunigen,Er beschleunigte das Auto auf 100 km/h.,to accelerate,B1
die Norm,Die Normen werden oft überprüft.,norm,C1
anstellen,Wir stellen neue Mitarbeiter an.,to hire,B1
decken,Wir decken den Tisch für das Abendessen.,to cover,A1
grob,Die groben Worte verletzten ihn tief.,coarse,B1
der Protest,Der Protest dauerte mehrere Stunden.,protest,B1
die Tour,Die Tour umfasste fünf Städte.,tour,A2
der Überblick,Er gab uns einen Überblick zum Thema.,view,C1
der Geschäftsführer,Der Geschäftsführer begrüßte die Gäste.,manager,B2
der Griff,Der Griff der Tür ist kaputt gegangen.,handle,
küssen,Er küsste sie sanft auf die Wange.,to kiss,B1
der Liter,Wir benötigen einen Liter Milch.,liter,B2
das Subjekt,Das Subjekt des Satzes ist markiert.,subject,C1
der Außenminister,Der Außenminister reiste nach Berlin.,foreign minister,C1
die Faser,Die Faser reißt bei hoher Belastung.,fiber,C1
der Schatz,Der Schatz wurde tief vergraben.,treasure,A1
sekundär,Die sekundäre Quelle war unzuverlässig.,secondary,C2
die Zentralbank,Die Zentralbank senkte die Zinsen.,central bank,C2
die Alte,Die Alte wohnt in dem Haus dort drüben.,old person/thing,
die Angestellte,Der Angestellte arbeitete fleißig.,employee,
dankbar,Ich bin sehr dankbar für deine Hilfe.,grateful,B1
faszinieren,Das Schauspiel hat mich sehr fasziniert.,to fascinate,B2
der Flur,Der Flur war mit Gemälden dekoriert.,hall,B1
das Hemd,Er trug ein blaues Hemd zum Interview.,shirt,A2
inhaltlich,Die inhaltliche Prüfung war nötig.,in terms of content,C2
die Begründung,Die Begründung überzeugte niemanden.,explanation,B1
dreimal,Er hat dreimal hintereinander gewonnen.,three times,B1
momentan,Momentan sind alle Plätze belegt.,at the moment,A2
zögern,"Er zögert, bevor er die Tür öffnet.",to hesitate,B1
derart,Sie war derart wütend auf ihn.,so,B2
kreativ,Die kreative Lösung sparte Zeit.,creative,B1
einziehen,Er zog in die neue Wohnung ein.,to move in,A2
das Ausmaß,Das Ausmaß der Schäden ist enorm.,extent,B2
der Feind,Der Feind rückt näher an die Stadt.,enemy,A1
verbrennen,Das Holz verbrennt schnell im Ofen.,to burn,A2
der Vorstand,Der Vorstand trifft sich heute.,board,B2
der Atem,Sein Atem geht schnell nach dem Rennen.,breath,B1
die Distanz,Die Distanz wächst zwischen ihnen.,distance,B1
der Händler,Der Händler bietet gute Preise.,trader,B1
hassen,"Er hasst es, früh aufzustehen.",to hate,B1
das Muster,Das Muster auf der Decke war bunt.,pattern,B1
ausführlich,Er gab eine ausführliche Erklärung ab.,detailed,C1
bedenken,Er bedachte alle Möglichkeiten.,to consider,B1
der Terror,Der Terror bedroht die Region.,terror,B2
die Verfassung,Die Verfassung garantiert Rechte.,constitution,B1
blind,Das blinde Vertrauen war riskant.,blind,B1
einschlafen,Das Kind schlief nach einer Weile ein.,to fall asleep,A2
die Flüchtlingskrise,Die Flüchtlingskrise spaltet die Nation.,refugee crisis,
der Ärger,Der Ärger über die Situation war groß.,annoyance,A1
allmählich,Der allmähliche Anstieg war bemerkbar.,gradual,B2
der Führer,Der Führer zeigte uns die Stadt.,leader,A2
das Vitamin,Dieses Obst enthält viel Vitamin C.,vitamin,B1
der Abschied,Der Abschied fiel ihm sehr schwer.,departure,B1
der Hafen,Der Hafen ist voll mit großen Schiffen.,harbor,B1
die Niere,Die Niere filtert das Blut im Körper.,kidney,B1
abbilden,Er bildete die Landschaft genau ab.,to copy,C2
der Rezeptor,Der Rezeptor reagierte sofort.,receptor,C2
etablieren,Die Firma hat sich schnell etabliert.,to establish,C1
das Messer,Das Messer liegt auf dem Tisch.,knife,A2
teils,"Er hat teils recht, teils nicht.",partly,C1
das Brasilien,Brasilien ist ein großes Land.,Brazil,B2
ergreifen,Er ergreift die Chance sofort.,to take,A2
das Grundgesetz,Das Grundgesetz schützt Rechte.,basic law,C2
die Herkunft,Die Herkunft des Begriffs ist unbekannt.,origin,B1
hinausgehen,Wir gehen hinaus in den Garten.,to go out,C1
die Katastrophe,Die Katastrophe traf alle unvorbereitet.,catastrophe,B1
lehnen,Das Fahrrad lehnt an der Mauer.,to lean,A2
beraten,Er berät die Kunden freundlich.,to advise,A2
bürgerlich,Er erfüllt seine bürgerliche Pflicht.,civil,C1
das Erlebnis,Das Erlebnis bleibt unvergessen.,experience,B1
nachher,Wir haben nachher darüber gesprochen.,afterwards,B1
übergehen,Er ging in die nächste Phase über.,to pass into,B2
die Wut,Die Wut über das Ergebnis war groß.,rage,A2
aufrufen,Der Lehrer rief die Schüler auf.,to call out/up/upon,B2
quer,Er legt die Bücher quer ins Regal.,diagonally,B2
der Kapitän,Der Kapitän führte das Schiff.,captain,A2
zusammenhängen,Die Ereignisse hängen eng zusammen.,to be connected,C1
der Ausländer,Der Ausländer wohnt in Deutschland.,foreigner,A1
die Beschäftigte,Die Beschäftigten arbeiten hart.,employee,
die Bundesliga,Die Bundesliga ist hier sehr beliebt.,(sport) national division,
nähern,Der Zug nähert sich dem Bahnhof.,to approach,A2
übel,Mir wurde plötzlich übel nach dem Essen.,foul,A1
das Ufer,Das Ufer des Sees ist steinig.,shore,B1
die Dichte,Die Dichte des Waldes nahm zu.,density,
die Strahlung,Die Strahlung war gefährlich hoch.,radiation,B2
das Virus,Das Virus verbreitet sich schnell.,virus,B1
der Kontinent,Afrika ist der zweitgrößte Kontinent.,continent,B2
das Milligramm,Das Medikament enthält ein Milligramm.,milligram,C1
schwedisch,Die schwedische Küche ist lecker.,Swedish,C1
sexuell,Er sprach offen über sexuelle Themen.,sexual,B1
hierher,"Komm bitte hierher, ich brauche Hilfe.",here,B1
ironisch,Seine ironische Bemerkung war scharf.,ironic,B2
der Sprung,Der Sprung ins Wasser war kühn.,jump,B1
vorerst,Er bleibt vorerst im Krankenhaus.,for the present,B2
experimentell,Das Ergebnis ist experimentell.,experimental,C1
kühl,Der kühle Wind weht vom Meer her.,cool,A2
der Maler,Der Maler arbeitet an einem neuen Bild.,painter,B1
die Opposition,Die Opposition kritisiert den Plan.,opposition,C1
der Saal,Der Saal füllte sich schnell mit Gästen.,hall,B1
syrisch,Das syrische Essen ist lecker.,Syrian,C2
der Grundsatz,Das ist ein wichtiger Grundsatz.,principle,C1
loben,Er lobte das Team für die gute Arbeit.,to praise,B1
die Zustimmung,Die Zustimmung fiel einstimmig aus.,approval,B1
die Absicht,"Er hat die beste Absicht, zu helfen.",intention,B1
die Adresse,Die Adresse war schwer zu finden.,address,A1
der Akzent,Sein deutscher Akzent war kaum zu hören.,accent,B1
verlängern,Wir müssen den Vertrag verlängern.,to lengthen,B1
die Nahrung,Die Nahrung reichte für alle Tiere.,nourishment,B1
niederländisch,Wir haben niederländische Freunde.,Dutch,C2
der Planet,Der Planet kreist um die Sonne.,planet,A1
der Stress,Der Stress bei der Arbeit ist hoch.,stress,
vermeintlich,Die vermeintliche Lösung war falsch.,supposed,C1
zusammenarbeiten,Die Firmen arbeiten eng zusammen.,to cooperate,A2
der Parameter,Der Parameter wurde korrekt eingestellt.,parameter,C1
steil,Der steile Anstieg kostete Kraft.,steep,B1
der Europäer,Ein Europäer reiste nach Asien.,European,C1
heimisch,Die Pflanze ist hier heimisch.,indigenous,C1
interkulturell,Er fördert interkulturellen Austausch.,intercultural,
die Stille,Die Stille im Raum ist greifbar.,peace,
der Bildschirm,Der Bildschirm flackert ständig.,screen,B1
erwischen,Die Polizei erwischte den Dieb.,to catch,A1
das Proton,Ein Proton ist positiv geladen.,proton,C2
unheimlich,Das alte Haus wirkt unheimlich.,eerie,B1
magnetisch,Das Gerät nutzt magnetische Felder.,magnetic,C1
versehen,Er versieht seinen Dienst gut.,to perform,B1
die Beteiligung,Die Beteiligung an der Aktion war groß.,participation,B2
das Frühjahr,Im Frühjahr blühen die Blumen.,spring,C1
der Hut,Der Hut schützt vor der Sonne.,hat,B1
das Medium,Das Medium beeinflusst die Meinung.,medium,B1
